,StateAbbr,StateDesc,CityName,Latitude,Longitude
269,OH,Ohio,Parma,41.3842399838,-81.728599153
270,OH,Ohio,Toledo,41.7102365318,-83.4792963967
271,OH,Ohio,Youngstown,41.1081255592,-80.6028132147
272,OK,Oklahoma,Broken Arrow,36.0366324911,-95.7809572414
273,OK,Oklahoma,Edmond,35.6689350516,-97.4159205309
274,OK,Oklahoma,Lawton,34.6154685135,-98.5031947335
275,OK,Oklahoma,Norman,35.2258362097,-97.4354955369
276,OK,Oklahoma,Oklahoma City,35.4242713545,-97.5390720684
277,OK,Oklahoma,Tulsa,36.1284213425,-95.9036195464
278,OR,Oregon,Beaverton,45.4795765674,-122.814973469
279,OR,Oregon,Bend,44.0561827184,-121.308690416
280,OR,Oregon,Eugene,44.0559363346,-123.117327584
281,OR,Oregon,Gresham,45.4838976375,-122.436582017
282,OR,Oregon,Hillsboro,45.529027994,-122.937442209
283,TX,Texas,Houston,29.6779782782,-95.2355741329
284,OR,Oregon,Medford,42.3156567719,-122.88192498
285,OR,Oregon,Portland,45.5086055456,-122.655978261
286,OR,Oregon,Salem,44.959736439,-123.001173039
287,PA,Pennsylvania,Allentown,40.596099618,-75.4755373968
288,PA,Pennsylvania,Bethlehem,40.6594762569,-75.3471532384
289,PA,Pennsylvania,Erie,42.1007286233,-80.0873089965
290,TX,Texas,Irving,32.8583808131,-96.9703058323
291,PA,Pennsylvania,Pittsburgh,40.4704939583,-79.8936409724
292,PA,Pennsylvania,Reading,40.3618112893,-75.9076285736
293,PA,Pennsylvania,Scranton,41.4536375467,-75.6628548493
294,RI,Rhode Island,Cranston,41.7708709088,-71.4797137569
295,RI,Rhode Island,Pawtucket,41.8831767765,-71.346639186
296,RI,Rhode Island,Providence,41.8196120124,-71.4254279898
297,RI,Rhode Island,Warwick,41.7064727301,-71.4345615049
298,SC,South Carolin,Charleston,32.7899637406,-79.9834282125
299,SC,South Carolin,Columbia,33.9857984859,-80.9531923966
300,SC,South Carolin,Mount Pleasant,32.8330420026,-79.8660855577
301,SC,South Carolin,North Charleston,32.8661754723,-79.9848670594
302,SC,South Carolin,Rock Hill,34.940986758,-81.0161459071
303,SD,South Dakota,Rapid City,44.0662148386,-103.238899418
304,SD,South Dakota,Sioux Falls,43.5227380698,-96.7904812234
